Current Time,GPS Time,clock.zone Time,Drift,clock.zone Sync Precision,Fix Quality,Number of SAT
2023-06-15 18:03:38.406969,1686830619,1686798218.4,0.3620013146573309,0.185,1,12
2023-06-15 18:03:39.405898,1686830620,1686798219.4,0.8288542934121436,0.185,1,12
2023-06-15 18:03:40.410906,1686830621,1686798220.41,0.34274419487576935,0.186,1,12
2023-06-15 18:03:41.405714,1686830622,1686798221.4,0.4246652044579794,0.186,1,12
2023-06-15 18:03:42.397117,1686830623,1686798222.39,0.8383526886252837,0.186,1,12
2023-06-15 18:03:43.396950,1686830624,1686798223.39,0.15407425185269763,0.191,1,12
2023-06-15 18:03:44.406748,1686830625,1686798224.4,0.17517438982280553,0.191,1,12
2023-06-15 18:03:45.410811,1686830626,1686798225.4,0.7826053012509878,0.191,1,12
2023-06-15 18:03:46.399106,1686830627,1686798226.4,0.24119604990258248,0.181,1,12
2023-06-15 18:03:47.410136,1686830628,1686798227.4,0.6123228800891004,0.181,1,12
2023-06-15 18:03:48.409423,1686830629,1686798228.4,0.4087191545372121,0.181,1,12
2023-06-15 18:03:49.403916,1686830630,1686798229.4,0.7334346397731113,0.188,1,12
2023-06-15 18:03:50.396601,1686830631,1686798230.39,0.1797000644976765,0.188,1,12
2023-06-15 18:03:51.398721,1686830632,1686798231.39,0.1861814447625667,0.188,1,12
2023-06-15 18:03:52.408604,1686830633,1686798232.4,0.3759220987365227,0.197,1,12
2023-06-15 18:03:53.408755,1686830634,1686798233.4,0.9212486971968507,0.197,1,12
2023-06-15 18:03:54.405857,1686830635,1686798234.4,0.2869023152566247,0.197,1,12
2023-06-15 18:03:55.407281,1686830636,1686798235.4,0.449889856542839,0.188,1,12
2023-06-15 18:03:56.405781,1686830637,1686798236.4,0.5178741938579163,0.188,1,12
2023-06-15 18:03:57.400832,1686830638,1686798237.39,0.12237771337642755,0.188,1,12
2023-06-15 18:03:58.398378,1686830639,1686798238.39,0.09559490409705995,0.187,1,12
2023-06-15 18:03:59.396392,1686830640,1686798239.39,0.20960164791807245,0.187,1,12
2023-06-15 18:04:00.404035,1686830641,1686798240.39,0.4000316067729657,0.187,1,12
2023-06-15 18:04:01.403336,1686830642,1686798241.4,0.12485330222529878,0.19,1,12
2023-06-15 18:04:02.412859,1686830643,1686798242.41,0.6151798295223525,0.19,1,12
2023-06-15 18:04:03.395977,1686830644,1686798243.39,0.5301189377025058,0.19,1,12
2023-06-15 18:04:04.403251,1686830645,1686798244.4,0.2595400461500892,0.258,1,12
2023-06-15 18:04:05.408563,1686830646,1686798245.4,0.3364067387935169,0.258,1,12
2023-06-15 18:04:06.410004,1686830647,1686798246.41,0.06680171230968712,0.258,1,12
2023-06-15 18:04:07.407819,1686830648,1686798247.4,0.6630754378511475,0.473,1,12
2023-06-15 18:04:08.397987,1686830649,1686798248.39,0.6964720257247102,0.473,1,12
2023-06-15 18:04:09.408312,1686830650,1686798249.4,0.6240288755681247,0.473,1,12
2023-06-15 18:04:10.403372,1686830651,1686798250.4,0.9277681647812538,0.188,1,12
2023-06-15 18:04:11.398227,1686830652,1686798251.39,0.3861003481744565,0.188,1,12
2023-06-15 18:04:12.407501,1686830653,1686798252.4,0.38981336674317213,0.188,1,12
2023-06-15 18:04:13.399696,1686830654,1686798253.39,0.979969838623649,0.184,1,12
2023-06-15 18:04:14.398212,1686830655,1686798254.39,0.7452331531117019,0.184,1,12
2023-06-15 18:04:15.398835,1686830656,1686798255.4,0.06193076322068014,0.184,1,12
2023-06-15 18:04:16.409424,1686830657,1686798256.41,0.6802095824254797,0.187,1,12
2023-06-15 18:04:17.410651,1686830658,1686798257.41,0.5769303782730937,0.187,1,12
2023-06-15 18:04:18.410159,1686830659,1686798258.41,0.0464598315741227,0.187,1,12
2023-06-15 18:04:19.411461,1686830660,1686798259.41,0.6730504000929801,0.184,1,12
2023-06-15 18:04:20.408428,1686830661,1686798260.41,0.31877670524264723,0.184,1,12
2023-06-15 18:04:21.409627,1686830662,1686798261.41,0.4617770580141499,0.184,1,12
2023-06-15 18:04:22.409121,1686830663,1686798262.41,0.4059069217452995,0.186,1,12
2023-06-15 18:04:23.407207,1686830664,1686798263.4,0.3293322104216052,0.186,1,12
2023-06-15 18:04:24.406004,1686830665,1686798264.4,0.22402702597660507,0.186,1,12
2023-06-15 18:04:25.409720,1686830666,1686798265.4,0.5225381409155966,0.186,1,12
2023-06-15 18:04:26.410875,1686830667,1686798266.41,0.2218572539215421,0.186,1,12
2023-06-15 18:04:27.408510,1686830668,1686798267.41,0.40604085030022075,0.186,1,12
2023-06-15 18:04:28.404103,1686830669,1686798268.4,0.6740187818726182,0.187,1,12
2023-06-15 18:04:29.412509,1686830670,1686798269.4,0.3857377661448078,0.187,1,12
2023-06-15 18:04:30.402257,1686830671,1686798270.39,0.9663762414591512,0.187,1,12
2023-06-15 18:04:31.406234,1686830672,1686798271.4,0.5004536017269148,0.183,1,12
2023-06-15 18:04:32.404723,1686830673,1686798272.4,0.79336615900131,0.183,1,12
2023-06-15 18:04:33.404792,1686830674,1686798273.4,0.63799920203489,0.183,1,12
2023-06-15 18:04:34.394852,1686830675,1686798274.39,0.09844821525123348,0.191,1,12
2023-06-15 18:04:35.404919,1686830676,1686798275.4,0.5265456569304351,0.191,1,12
2023-06-15 18:04:36.405779,1686830677,1686798276.4,0.7250776760322364,0.191,1,12
2023-06-15 18:04:37.410884,1686830678,1686798277.41,0.4748725500896336,0.191,1,12
2023-06-15 18:04:38.405276,1686830679,1686798278.4,0.4815401065013276,0.191,1,12
2023-06-15 18:04:39.405093,1686830680,1686798279.4,0.30222543688022274,0.191,1,12
2023-06-15 18:04:40.405520,1686830681,1686798280.4,0.96756512562387,0.185,1,12
2023-06-15 18:04:41.400814,1686830682,1686798281.4,0.5625238724204837,0.185,1,12
2023-06-15 18:04:42.409598,1686830683,1686798282.4,0.32358219041656877,0.185,1,12
2023-06-15 18:04:43.409574,1686830684,1686798283.41,0.9764877185194376,0.195,1,12
2023-06-15 18:04:44.401470,1686830685,1686798284.4,0.021320618841614958,0.195,1,12
2023-06-15 18:04:45.410495,1686830686,1686798285.41,0.8963077355554964,0.195,1,12
2023-06-15 18:04:46.409100,1686830687,1686798286.41,0.6476114340207013,0.194,1,12
2023-06-15 18:04:47.409306,1686830688,1686798287.41,0.15613509130244718,0.194,1,12
2023-06-15 18:04:48.411214,1686830689,1686798288.41,0.9693335781886264,0.194,1,12
2023-06-15 18:04:49.410304,1686830690,1686798289.41,0.07689368560129461,0.184,1,12
2023-06-15 18:04:50.407534,1686830691,1686798290.4,0.4940386885057657,0.184,1,12
2023-06-15 18:04:51.409661,1686830692,1686798291.41,0.6678232734026007,0.184,1,12
2023-06-15 18:04:52.410452,1686830693,1686798292.41,0.40236993197338455,0.196,1,12
2023-06-15 18:04:53.411273,1686830694,1686798293.41,0.7047843855907295,0.196,1,12
2023-06-15 18:04:54.410691,1686830695,1686798294.41,0.8386228983422019,0.196,1,12
2023-06-15 18:04:55.409302,1686830696,1686798295.4,0.22465090724353387,0.184,1,12
2023-06-15 18:04:56.410727,1686830697,1686798296.41,0.4528762386814995,0.184,1,12
2023-06-15 18:04:57.411802,1686830698,1686798297.4,0.12175505190817826,0.184,1,12
2023-06-15 18:04:58.410064,1686830699,1686798298.41,0.7844135568409001,0.183,1,12
2023-06-15 18:04:59.410462,1686830700,1686798299.41,0.10425999506532779,0.183,1,12
2023-06-15 18:05:00.406479,1686830701,1686798300.4,0.538158991188534,0.183,1,12
2023-06-15 18:05:01.412050,1686830702,1686798301.41,0.22520367688648013,0.183,1,12
2023-06-15 18:05:02.410991,1686830703,1686798302.41,0.9324398020108318,0.183,1,12
2023-06-15 18:05:03.407975,1686830704,1686798303.4,0.7216755363034172,0.183,1,12
2023-06-15 18:05:04.404299,1686830705,1686798304.4,0.19366610637248594,0.185,1,12
2023-06-15 18:05:05.406946,1686830706,1686798305.4,0.8089955339955663,0.185,1,12
2023-06-15 18:05:06.402605,1686830707,1686798306.4,0.24961651765536785,0.185,1,12
2023-06-15 18:05:07.403313,1686830708,1686798307.4,0.7241350867149281,0.188,1,12
2023-06-15 18:05:08.406984,1686830709,1686798308.4,0.24252866290360253,0.188,1,12
2023-06-15 18:05:09.412053,1686830710,1686798309.41,0.19575467151235593,0.188,1,12
2023-06-15 18:05:10.412395,1686830711,1686798310.41,0.06000523203325547,0.186,1,12
2023-06-15 18:05:11.410022,1686830712,1686798311.41,0.7728025529610911,0.186,1,12
2023-06-15 18:05:12.407228,1686830713,1686798312.4,0.9515208311114104,0.186,1,12
2023-06-15 18:05:13.427288,1686830714,1686798313.42,0.2772564715462311,0.226,1,12
2023-06-15 18:05:14.400426,1686830715,1686798314.4,0.44619148488063687,0.226,1,12
2023-06-15 18:05:15.403405,1686830716,1686798315.4,0.6680931450963272,0.226,1,12
2023-06-15 18:05:16.399204,1686830717,1686798316.39,0.12738967259515221,0.181,1,12
2023-06-15 18:05:17.406464,1686830718,1686798317.4,0.42065946907823526,0.181,1,12
2023-06-15 18:05:18.408734,1686830719,1686798318.41,0.1439059434259018,0.181,1,12
2023-06-15 18:05:19.410896,1686830720,1686798319.41,0.9126001984883206,0.187,1,12
2023-06-15 18:05:20.403250,1686830721,1686798320.4,0.6532737546645587,0.187,1,12
2023-06-15 18:05:21.404466,1686830722,1686798321.4,0.024243186167826725,0.187,1,12
2023-06-15 18:05:22.403960,1686830723,1686798322.4,0.42582576729673094,0.186,1,12
2023-06-15 18:05:23.403420,1686830724,1686798323.4,0.9333504160771611,0.186,1,12
2023-06-15 18:05:24.399775,1686830725,1686798324.4,0.7619276511515104,0.186,1,12
2023-06-15 18:05:25.409855,1686830726,1686798325.41,0.920135188469255,0.224,1,12
2023-06-15 18:05:26.408335,1686830727,1686798326.4,0.329399264629899,0.224,1,12
2023-06-15 18:05:27.411568,1686830728,1686798327.41,0.6431416451979397,0.224,1,12
2023-06-15 18:05:28.403741,1686830729,1686798328.4,0.7283612297804025,0.186,1,12
2023-06-15 18:05:29.409640,1686830730,1686798329.41,0.40910998719536973,0.186,1,12
2023-06-15 18:05:30.409710,1686830731,1686798330.41,0.4230792348393869,0.186,1,12
2023-06-15 18:05:31.412368,1686830732,1686798331.41,0.8363197624625498,0.183,1,12
2023-06-15 18:05:32.408485,1686830733,1686798332.4,0.5509154860380631,0.183,1,12
2023-06-15 18:05:33.405416,1686830734,1686798333.41,0.8573144669935691,0.183,1,12
2023-06-15 18:05:34.402333,1686830735,1686798334.4,0.31899902147374093,0.186,1,12
2023-06-15 18:05:35.403428,1686830736,1686798334.87,0.1486792557776826,0.186,1,12
2023-06-15 18:05:36.404306,1686830737,1686798335.69,0.16234999978182718,0.186,1,12
2023-06-15 18:05:37.414292,1686830738,1686798336.68,0.22462193972975075,0.197,1,12
2023-06-15 18:05:38.408594,1686830739,1686798337.69,0.4508832955279123,0.197,1,12
2023-06-15 18:05:39.406023,1686830740,1686798338.68,0.9916482038290708,0.197,1,12
2023-06-15 18:05:40.410843,1686830741,1686798339.69,0.7458917146121584,0.186,1,12
2023-06-15 18:05:41.411242,1686830742,1686798340.69,0.8342553106978928,0.186,1,12
2023-06-15 18:05:42.412407,1686830743,1686798341.69,0.8532016617049534,0.186,1,12
2023-06-15 18:05:43.413031,1686830744,1686798342.69,0.051407822117924384,0.186,1,12
2023-06-15 18:05:44.412661,1686830745,1686798343.69,0.2925733077063054,0.201,1,12
2023-06-15 18:05:45.409246,1686830746,1686798344.69,0.7814135416449483,0.201,1,12
2023-06-15 18:05:46.407224,1686830747,1686798345.69,0.8633476299030571,0.201,1,12
2023-06-15 18:05:47.405810,1686830748,1686798346.69,0.23190381081719214,0.201,1,12
2023-06-15 18:05:48.415003,1686830749,1686798347.68,0.6727931354799115,0.2,1,12
2023-06-15 18:05:49.412789,1686830750,1686798348.69,0.5093434427546036,0.2,1,12
2023-06-15 18:05:50.429978,1686830751,1686798349.68,0.7997871744601118,0.2,1,12
2023-06-15 18:05:51.409665,1686830752,1686798350.68,0.8350949459619619,0.2,1,12
2023-06-15 18:05:52.410605,1686830753,1686798351.68,0.4376227875131645,0.196,1,12
2023-06-15 18:05:53.414841,1686830754,1686798352.69,0.11338554327622252,0.196,1,12
2023-06-15 18:05:54.411177,1686830755,1686798353.68,0.9001289297215126,0.196,1,12
2023-06-15 18:05:55.422119,1686830756,1686798354.68,0.4016604648522142,0.185,1,12
2023-06-15 18:05:56.410981,1686830757,1686798355.69,0.623051278221175,0.185,1,12
2023-06-15 18:05:57.412664,1686830758,1686798356.69,0.8555730216264107,0.185,1,12
2023-06-15 18:05:58.415436,1686830759,1686798357.68,0.06199495589283244,0.185,1,12
2023-06-15 18:05:59.408356,1686830760,1686798358.68,0.1366979275582657,0.184,1,12
2023-06-15 18:06:00.408529,1686830761,1686798359.69,0.08894440467047238,0.184,1,12
2023-06-15 18:06:01.414831,1686830762,1686798360.69,0.09304846251960608,0.184,1,12
2023-06-15 18:06:02.411432,1686830763,1686798361.68,0.5057058255814355,0.184,1,12
2023-06-15 18:06:03.413747,1686830764,1686798362.68,0.9021360283710358,0.188,1,12
2023-06-15 18:06:04.405692,1686830765,1686798363.69,0.8996849147982608,0.188,1,12
2023-06-15 18:06:05.425447,1686830766,1686798364.69,0.37114283435042805,0.188,1,12
2023-06-15 18:06:06.413339,1686830767,1686798365.69,0.785672674140453,0.187,1,12
2023-06-15 18:06:07.408651,1686830768,1686798366.69,0.6753449975598139,0.187,1,12
2023-06-15 18:06:08.407435,1686830769,1686798367.69,0.4373587218870749,0.187,1,12
2023-06-15 18:06:09.416320,1686830770,1686798368.69,0.5579250156963456,0.187,1,12
2023-06-15 18:06:10.410934,1686830771,1686798369.69,0.6852682901447762,0.187,1,12
2023-06-15 18:06:11.414605,1686830772,1686798370.69,0.018071292245177895,0.22,1,12
2023-06-15 18:06:12.410336,1686830773,1686798371.69,0.39326713007248415,0.22,1,12
2023-06-15 18:06:13.408179,1686830774,1686798372.69,0.1453463530829906,0.189,1,12
2023-06-15 18:06:14.409533,1686830775,1686798373.69,0.6087482180635344,0.189,1,12
2023-06-15 18:06:15.414572,1686830776,1686798374.68,0.44543473836486847,0.189,1,12
2023-06-15 18:06:16.411704,1686830777,1686798375.69,0.619299011060302,0.189,1,12
2023-06-15 18:06:17.415354,1686830778,1686798376.69,0.4114378411304165,0.189,1,12
2023-06-15 18:06:18.411666,1686830779,1686798377.68,0.3667747169099608,0.189,1,12
2023-06-15 18:06:19.412121,1686830780,1686798378.69,0.2523697460790578,0.189,1,12
2023-06-15 18:06:20.412959,1686830781,1686798379.69,0.8724744972913849,0.187,1,12
2023-06-15 18:06:21.414443,1686830782,1686798380.68,0.934665384072842,0.187,1,12
2023-06-15 18:06:22.413865,1686830783,1686798381.68,0.6949647289009847,0.187,1,12
2023-06-15 18:06:23.419693,1686830784,1686798382.68,0.7706609107606234,0.189,1,12
2023-06-15 18:06:24.413962,1686830785,1686798383.69,0.024216042597487997,0.189,1,12
2023-06-15 18:06:25.413886,1686830786,1686798384.68,0.8946589460786277,0.189,1,12
2023-06-15 18:06:26.415503,1686830787,1686798385.68,0.8875731494706549,0.189,1,12
2023-06-15 18:06:27.414814,1686830788,1686798386.69,0.6323938182158254,0.194,1,12
2023-06-15 18:06:28.407786,1686830789,1686798387.69,0.8501097000921791,0.194,1,12
2023-06-15 18:06:29.411210,1686830790,1686798388.68,0.0072596342403155045,0.194,1,12
2023-06-15 18:06:30.412927,1686830791,1686798389.69,0.006944123746404185,0.187,1,12
2023-06-15 18:06:31.411649,1686830792,1686798390.69,0.8657217326861727,0.187,1,12
2023-06-15 18:06:32.411013,1686830793,1686798391.69,0.09545212491674504,0.187,1,12
2023-06-15 18:06:33.412501,1686830794,1686798392.69,0.733473628059339,0.187,1,12
2023-06-15 18:06:34.414446,1686830795,1686798393.69,0.18562889914075498,0.199,1,12
2023-06-15 18:06:35.411880,1686830796,1686798394.69,0.4607076476412473,0.199,1,12
2023-06-15 18:06:36.414483,1686830797,1686798394.69,0.46516613938773776,0.199,1,12
2023-06-15 18:06:37.410935,1686830798,1686798394.69,0.9986136393884206,0.199,1,12
2023-06-15 18:06:38.410301,1686830799,1686798394.69,0.4943662083367525,0.199,1,12
2023-06-15 18:06:39.411417,1686830800,1686798394.69,0.6823369422626653,0.199,1,12
2023-06-15 18:06:40.410639,1686830801,1686798394.69,0.05375581328152246,0.199,1,12
2023-06-15 18:06:41.413034,1686830802,1686798394.69,0.7593046183495559,0.199,1,12
2023-06-15 18:06:42.427860,1686830803,1686798394.69,0.24486279113576048,0.19,1,12
2023-06-15 18:06:43.408241,1686830804,1686798402.69,0.19875834926147185,0.19,1,12
2023-06-15 18:06:44.413982,1686830805,1686798402.69,0.22716921140893798,0.19,1,12
2023-06-15 18:06:45.414680,1686830806,1686798402.69,0.16302281002627061,0.19,1,12
2023-06-15 18:06:46.412397,1686830807,1686798402.69,0.19549692636143812,0.19,1,12
2023-06-15 18:06:47.404827,1686830808,1686798402.69,0.21060001547454765,0.19,1,12
2023-06-15 18:06:48.412454,1686830809,1686798402.69,0.7847440093683794,0.19,1,12
2023-06-15 18:06:49.409256,1686830810,1686798402.69,0.06843308304465245,0.19,1,12
2023-06-15 18:06:50.421361,1686830811,1686798402.69,0.5251832281196613,0.19,1,12
2023-06-15 18:06:51.411060,1686830812,1686798402.69,0.27603806187810653,0.19,1,12
2023-06-15 18:06:52.410777,1686830813,1686798402.69,0.5489979681757008,0.19,1,12
2023-06-15 18:06:53.411574,1686830814,1686798402.69,0.09270941393008791,0.19,1,12
2023-06-15 18:06:54.409847,1686830815,1686798402.69,0.9986143237204425,0.19,1,12
2023-06-15 18:06:55.413040,1686830816,1686798402.69,0.2789450986184928,0.19,1,12
2023-06-15 18:06:56.415137,1686830817,1686798402.69,0.2228732288350782,0.19,1,12
2023-06-15 18:06:57.413815,1686830818,1686798402.69,0.19918360231305743,0.19,1,12
2023-06-15 18:06:58.409383,1686830819,1686798402.69,0.9763471476839511,0.19,1,12
2023-06-15 18:06:59.411225,1686830820,1686798402.69,0.07319410575320207,0.19,1,12
2023-06-15 18:07:00.412680,1686830821,1686798402.69,0.2998236430454433,0.19,1,12
2023-06-15 18:07:01.407955,1686830822,1686798402.69,0.1513048740384043,0.19,1,12
2023-06-15 18:07:02.410475,1686830823,1686798402.69,0.3937324933692803,0.19,1,12
2023-06-15 18:07:03.415690,1686830824,1686798402.69,0.8508742161726692,0.19,1,12
2023-06-15 18:07:04.413733,1686830825,1686798402.69,0.055594353375297945,0.19,1,12
2023-06-15 18:07:05.419305,1686830826,1686798402.69,0.6244301037578386,0.19,1,12
2023-06-15 18:07:06.412202,1686830827,1686798402.69,0.42357747341087526,0.19,1,12
2023-06-15 18:07:07.414401,1686830828,1686798402.69,0.29777271431162466,0.19,1,12
2023-06-15 18:07:08.411084,1686830829,1686798402.69,0.027827002308890902,0.19,1,12
2023-06-15 18:07:09.414407,1686830830,1686798402.69,0.25621553859916435,0.19,1,12
2023-06-15 18:07:10.413611,1686830831,1686798402.69,0.6702566264301956,0.19,1,12
2023-06-15 18:07:11.412749,1686830832,1686798402.69,0.8103675214325291,0.19,1,12
2023-06-15 18:07:12.413691,1686830833,1686798402.69,0.5664326730695289,0.19,1,12
2023-06-15 18:07:13.415693,1686830834,1686798402.69,0.07887146981003057,0.19,1,12
2023-06-15 18:07:14.413853,1686830835,1686798402.69,0.4790810022150881,0.19,1,12
2023-06-15 18:07:15.414377,1686830836,1686798402.69,0.3469011196151577,0.19,1,12
2023-06-15 18:07:16.412907,1686830837,1686798402.69,0.9291484504241843,0.19,1,12
2023-06-15 18:07:17.411197,1686830838,1686798402.69,0.4185281173398655,0.19,1,12
2023-06-15 18:07:18.411841,1686830839,1686798402.69,0.7158495567306628,0.19,1,12
2023-06-15 18:07:19.412078,1686830840,1686798402.69,0.9057557962357745,0.19,1,12
2023-06-15 18:07:20.416732,1686830841,1686798402.69,0.5769403391556861,0.19,1,12
2023-06-15 18:07:21.409666,1686830842,1686798402.69,0.3079582080297949,0.19,1,12
2023-06-15 18:07:22.411135,1686830843,1686798402.69,0.7852233660496793,0.19,1,12
2023-06-15 18:07:23.406061,1686830844,1686798402.69,0.764243059515986,0.19,1,12
2023-06-15 18:07:24.413002,1686830845,1686798402.69,0.9746838892882863,0.19,1,12
2023-06-15 18:07:25.410499,1686830846,1686798402.69,0.9495909835186768,0.19,1,12
2023-06-15 18:07:26.410380,1686830847,1686798402.69,0.28643453458401236,0.19,1,12
2023-06-15 18:07:27.411911,1686830848,1686798402.69,0.7519663979711889,0.19,1,12
2023-06-15 18:07:28.411564,1686830849,1686798402.69,0.26342585567455656,0.19,1,12
2023-06-15 18:07:29.411364,1686830850,1686798402.69,0.9907088840634074,0.19,1,12
2023-06-15 18:07:30.412182,1686830851,1686798402.69,0.3312988109156553,0.19,1,12
2023-06-15 18:07:31.410549,1686830852,1686798402.69,0.15926096631576203,0.19,1,12
2023-06-15 18:07:32.412695,1686830853,1686798402.69,0.23778282880056656,0.19,1,12
2023-06-15 18:07:33.412892,1686830854,1686798402.69,0.5025995623116901,0.19,1,12
2023-06-15 18:07:34.406674,1686830855,1686798402.69,0.49493789658156406,0.19,1,12
2023-06-15 18:07:35.417523,1686830856,1686798402.69,0.2651338040432941,0.19,1,12
2023-06-15 18:07:36.414448,1686830857,1686798402.69,0.09651954415503117,0.19,1,12
2023-06-15 18:07:37.414110,1686830858,1686798402.69,0.8207077782096125,0.19,1,12
2023-06-15 18:07:38.413947,1686830859,1686798402.69,0.9354780857345341,0.19,1,12
2023-06-15 18:07:39.415041,1686830860,1686798402.69,0.48628387997321065,0.19,1,12
2023-06-15 18:07:40.410689,1686830861,1686798402.69,0.01453483914187581,0.19,1,12
2023-06-15 18:07:41.412915,1686830862,1686798402.69,0.6367389743265913,0.19,1,12
2023-06-15 18:07:42.412962,1686830863,1686798402.69,0.14827253676387941,0.19,1,12
2023-06-15 18:07:43.411274,1686830864,1686798462.68,0.9592552381861738,0.706,1,12
2023-06-15 18:07:44.412495,1686830865,1686798462.68,0.690921636519207,0.706,1,12
2023-06-15 18:07:45.404849,1686830866,1686798462.68,0.7074988445454307,0.706,1,12
2023-06-15 18:07:46.399748,1686830867,1686798462.68,0.9714968164547344,0.706,1,12
2023-06-15 18:07:47.399279,1686830868,1686798462.68,0.4019941043338515,0.706,1,12
2023-06-15 18:07:48.411995,1686830869,1686798462.68,0.8980071836508698,0.706,1,12
2023-06-15 18:07:49.407198,1686830870,1686798462.68,0.6529983300849548,0.706,1,12
2023-06-15 18:07:50.412352,1686830871,1686798462.68,0.7108059701271782,0.706,1,12
2023-06-15 18:07:51.410588,1686830872,1686798462.68,0.9106991424877264,0.706,1,12
2023-06-15 18:07:52.409081,1686830873,1686798462.68,0.8725217624488995,0.706,1,12
2023-06-15 18:07:53.412166,1686830874,1686798462.68,0.9235493839703859,0.706,1,12
2023-06-15 18:07:54.407679,1686830875,1686798462.68,0.15114921934667902,0.706,1,12
2023-06-15 18:07:55.411503,1686830876,1686798462.68,0.12157937308992262,0.706,1,12
2023-06-15 18:07:56.411847,1686830877,1686798462.68,0.5127077917754869,0.706,1,12
2023-06-15 18:07:57.412816,1686830878,1686798462.68,0.04386462201592167,0.706,1,12
2023-06-15 18:07:58.409146,1686830879,1686798462.68,0.6110531846811088,0.706,1,12
2023-06-15 18:07:59.409147,1686830880,1686798462.68,0.1140424957508186,0.706,1,12
2023-06-15 18:08:00.400821,1686830881,1686798462.68,0.9877379105813252,0.706,1,12
2023-06-15 18:08:01.400015,1686830882,1686798462.68,0.5962626927114403,0.706,1,12
2023-06-15 18:08:02.403506,1686830883,1686798462.68,0.9908599706106014,0.706,1,12
2023-06-15 18:08:03.415058,1686830884,1686798462.68,0.04712918599538074,0.706,1,12
2023-06-15 18:08:04.408471,1686830885,1686798462.68,0.43468314331802715,0.706,1,12
2023-06-15 18:08:05.408616,1686830886,1686798462.68,0.048138820645911906,0.706,1,12
2023-06-15 18:08:06.409882,1686830887,1686798462.68,0.19012871494352834,0.706,1,12
2023-06-15 18:08:07.411249,1686830888,1686798462.68,0.8632545784020883,0.706,1,12
2023-06-15 18:08:08.408535,1686830889,1686798462.68,0.9632946305879007,0.706,1,12
2023-06-15 18:08:09.412960,1686830890,1686798462.68,0.7417809947269076,0.706,1,12
2023-06-15 18:08:10.410962,1686830891,1686798462.68,0.15461800408750026,0.706,1,12
